Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,promo_flag,subscribed,frequency_score,prev_purchases_norm,freq_score_norm,BLI,satisfied_flag,organic_buyer,ILS,eLTV,value_tier,satisfaction_flag,promo_dependency,BLI_quartile,customer_segment
3350,35,Female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly,0,0,2,0.58,0.166666666666667,0.0966666666666667,0,1,1,2291,High,Dissatisfied,Organic,Q2,Passive / Occasional
3351,45,Female,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly,0,0,6,0.3,0.833333333333333,0.25,1,1,2,495,Low,Satisfied,Organic,Q3,Potential Loyalist
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly,0,0,5,0.36,0.666666666666667,0.24,1,1,2,882,Mid,Satisfied,Organic,Q3,Potential Loyalist
3353,55,Female,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,0,0,6,0.14,0.833333333333333,0.116666666666667,0,1,1,672,Low,Dissatisfied,Organic,Q2,At-Risk
3354,31,Female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months,0,0,3,0.38,0.333333333333333,0.126666666666667,1,1,2,1254,Mid,Satisfied,Organic,Q2,Passive / Occasional
3355,42,Female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly,0,0,7,0.3,1,0.3,0,1,1,675,Low,Dissatisfied,Organic,Q3,Potential Loyalist
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,0,0,6,0.06,0.833333333333333,0.05,0,1,1,84,Low,Dissatisfied,Organic,Q1,At-Risk
3357,39,Female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly,0,0,6,0.26,0.833333333333333,0.216666666666667,0,1,1,624,Low,Neutral,Organic,Q3,Potential Loyalist
3358,41,Female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly,0,0,4,0.74,0.5,0.37,0,1,1,2479,High,Neutral,Organic,Q3,High-Value Loyal
3359,56,Female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually,0,0,1,0.52,0,0,0,1,1,1534,Mid,Neutral,Organic,Q1,Passive / Occasional
3360,43,Female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly,0,0,4,0.58,0.5,0.29,0,1,1,2146,High,Neutral,Organic,Q3,High-Value Loyal
3361,22,Female,Jacket,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months,0,0,3,0.94,0.333333333333333,0.313333333333333,0,1,1,3807,High,Neutral,Organic,Q3,High-Value Loyal
3362,47,Female,Shoes,Footwear,26,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly,0,0,6,0.94,0.833333333333333,0.783333333333333,1,1,2,1222,Mid,Satisfied,Organic,Q4,Potential Loyalist
3363,50,Female,Handbag,Accessories,61,Tennessee,M,Gray,Summer,3,No,Next Day Air,No,No,48,Venmo,Fortnightly,0,0,5,0.96,0.666666666666667,0.64,0,1,1,2928,High,Neutral,Organic,Q4,High-Value Loyal
3364,58,Female,Sweater,Clothing,23,California,M,Turquoise,Winter,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly,0,0,6,0.92,0.833333333333333,0.766666666666667,0,1,1,1058,Mid,Neutral,Organic,Q4,Potential Loyalist
3365,50,Female,Scarf,Accessories,33,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly,0,0,4,0.14,0.5,0.07,0,1,1,231,Low,Neutral,Organic,Q2,At-Risk
3366,43,Female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months,0,0,3,0.9,0.333333333333333,0.3,0,1,1,2610,High,Neutral,Organic,Q3,High-Value Loyal
3367,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly,0,0,2,0.94,0.166666666666667,0.156666666666667,0,1,1,3055,High,Neutral,Organic,Q2,Passive / Occasional
3368,44,Female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly,0,0,5,0.12,0.666666666666667,0.08,0,1,1,288,Low,Neutral,Organic,Q2,At-Risk
3369,30,Female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months,0,0,3,0.58,0.333333333333333,0.193333333333333,1,1,2,725,Low,Satisfied,Organic,Q3,Potential Loyalist
3370,47,Female,Sweater,Clothing,51,Maine,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly,0,0,4,0.84,0.5,0.42,0,1,1,2142,High,Neutral,Organic,Q4,High-Value Loyal
3371,30,Female,Belt,Accessories,31,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly,0,0,5,0.92,0.666666666666667,0.613333333333333,0,1,1,1426,Mid,Dissatisfied,Organic,Q4,Potential Loyalist
3372,49,Female,Hoodie,Clothing,99,Colorado,S,Turquoise,Winter,4,No,Next Day Air,No,No,28,PayPal,Annually,0,0,1,0.56,0,0,1,1,2,2772,High,Satisfied,Organic,Q1,Passive / Occasional
3373,56,Female,Socks,Clothing,25,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months,0,0,3,0.28,0.333333333333333,0.0933333333333333,1,1,2,350,Low,Satisfied,Organic,Q2,Passive / Occasional
3374,70,Female,Sandals,Footwear,52,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months,0,0,3,0.24,0.333333333333333,0.08,0,1,1,624,Low,Neutral,Organic,Q2,At-Risk
3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually,0,0,1,0.82,0,0,0,1,1,1927,High,Neutral,Organic,Q1,Passive / Occasional
3376,51,Female,Boots,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually,0,0,1,0.16,0,0,1,1,2,784,Low,Satisfied,Organic,Q1,Passive / Occasional
3377,22,Female,Hat,Accessories,46,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly,0,0,2,0.48,0.166666666666667,0.08,1,1,2,1104,Mid,Satisfied,Organic,Q2,Passive / Occasional
3378,37,Female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly,0,0,5,0.36,0.666666666666667,0.24,1,1,2,576,Low,Satisfied,Organic,Q3,Potential Loyalist
3379,49,Female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly,0,0,2,0.12,0.166666666666667,0.02,1,1,2,450,Low,Satisfied,Organic,Q1,Passive / Occasional
3380,61,Female,Handbag,Accessories,51,Tennessee,L,Turquoise,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly,0,0,7,0.8,1,0.8,1,1,2,2040,High,Satisfied,Organic,Q4,High-Value Loyal
3381,41,Female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months,0,0,3,0.12,0.333333333333333,0.04,0,1,1,312,Low,Neutral,Organic,Q1,At-Risk
3382,57,Female,Hat,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly,0,0,2,0.54,0.166666666666667,0.09,1,1,2,1782,Mid,Satisfied,Organic,Q2,Passive / Occasional
3383,34,Female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly,0,0,7,0.04,1,0.04,0,1,1,70,Low,Dissatisfied,Organic,Q1,At-Risk
3384,27,Female,Coat,Outerwear,43,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly,0,0,6,0.78,0.833333333333333,0.65,0,1,1,1677,Mid,Dissatisfied,Organic,Q4,Potential Loyalist
3385,39,Female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly,0,0,2,0.18,0.166666666666667,0.03,0,1,1,216,Low,Neutral,Organic,Q1,At-Risk
3386,62,Female,Jewelry,Accessories,83,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months,0,0,3,0.32,0.333333333333333,0.106666666666667,0,1,1,1328,Mid,Dissatisfied,Organic,Q2,Passive / Occasional
3387,34,Female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly,0,0,2,0.72,0.166666666666667,0.12,0,1,1,2232,High,Dissatisfied,Organic,Q2,Passive / Occasional
3388,53,Female,Pants,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly,0,0,6,0.04,0.833333333333333,0.0333333333333333,0,1,1,156,Low,Neutral,Organic,Q1,At-Risk
3389,35,Female,Sweater,Clothing,61,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly,0,0,7,0.42,1,0.42,1,1,2,1281,Mid,Satisfied,Organic,Q4,Potential Loyalist
3390,38,Female,Pants,Clothing,57,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually,0,0,1,0.78,0,0,0,1,1,2223,High,Neutral,Organic,Q1,Passive / Occasional
3391,32,Female,Socks,Clothing,70,Oregon,S,Red,Summer,3,No,Next Day Air,No,No,38,PayPal,Annually,0,0,1,0.76,0,0,0,1,1,2660,High,Neutral,Organic,Q1,Passive / Occasional
3392,47,Female,Hoodie,Clothing,57,Montana,M,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months,0,0,3,0.12,0.333333333333333,0.04,0,1,1,342,Low,Neutral,Organic,Q1,At-Risk
3393,53,Female,Scarf,Accessories,74,New Jersey,XL,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly,0,0,6,0.12,0.833333333333333,0.1,1,1,2,444,Low,Satisfied,Organic,Q2,Passive / Occasional
3394,60,Female,Dress,Clothing,90,Arizona,M,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly,0,0,4,1,0.5,0.5,0,1,1,4500,High,Neutral,Organic,Q4,High-Value Loyal
3395,31,Female,Sandals,Footwear,98,Vermont,S,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually,0,0,1,0.18,0,0,1,1,2,882,Mid,Satisfied,Organic,Q1,Passive / Occasional
3396,44,Female,Dress,Clothing,43,Colorado,M,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months,0,0,3,0.3,0.333333333333333,0.1,0,1,1,645,Low,Neutral,Organic,Q2,At-Risk
3397,29,Female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly,0,0,2,0.1,0.166666666666667,0.0166666666666667,1,1,2,185,Low,Satisfied,Organic,Q1,Passive / Occasional
3398,19,Female,Blouse,Clothing,38,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly,0,0,6,0.26,0.833333333333333,0.216666666666667,0,1,1,494,Low,Dissatisfied,Organic,Q3,Potential Loyalist
3399,54,Female,Jeans,Clothing,60,Montana,L,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly,0,0,5,0.88,0.666666666666667,0.586666666666667,0,1,1,2640,High,Neutral,Organic,Q4,High-Value Loyal
3400,40,Female,Pants,Clothing,55,Montana,XL,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually,0,0,1,0.72,0,0,0,1,1,1980,High,Neutral,Organic,Q1,Passive / Occasional
3401,39,Female,Sunglasses,Accessories,51,Nevada,M,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly,0,0,5,0.36,0.666666666666667,0.24,1,1,2,918,Mid,Satisfied,Organic,Q3,Potential Loyalist
3402,44,Female,Backpack,Accessories,71,Nevada,L,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly,0,0,7,0.78,1,0.78,0,1,1,2769,High,Neutral,Organic,Q4,High-Value Loyal
3403,22,Female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months,0,0,3,0.22,0.333333333333333,0.0733333333333333,1,1,2,671,Low,Satisfied,Organic,Q2,Passive / Occasional
3404,30,Female,Boots,Footwear,65,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly,0,0,6,0.02,0.833333333333333,0.0166666666666667,0,1,1,65,Low,Neutral,Organic,Q1,At-Risk
3405,69,Female,Gloves,Accessories,34,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually,0,0,1,0.68,0,0,0,1,1,1156,Mid,Neutral,Organic,Q1,Passive / Occasional
3406,28,Female,Blouse,Clothing,87,Washington,M,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly,0,0,6,0.94,0.833333333333333,0.783333333333333,1,1,2,4089,High,Satisfied,Organic,Q4,High-Value Loyal
3407,57,Female,Sweater,Clothing,79,Nebraska,M,Red,Spring,4,No,Store Pickup,No,No,24,Venmo,Quarterly,0,0,2,0.48,0.166666666666667,0.08,1,1,2,1896,High,Satisfied,Organic,Q2,Passive / Occasional
3408,46,Female,Dress,Clothing,46,Alabama,S,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly,0,0,2,0.4,0.166666666666667,0.0666666666666667,0,1,1,920,Mid,Dissatisfied,Organic,Q2,Passive / Occasional
3409,48,Female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually,0,0,1,0.22,0,0,1,1,2,792,Low,Satisfied,Organic,Q1,Passive / Occasional
3410,24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months,0,0,3,0.06,0.333333333333333,0.02,0,1,1,279,Low,Neutral,Organic,Q1,At-Risk
3411,50,Female,Sandals,Footwear,76,Ohio,L,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly,0,0,6,0.76,0.833333333333333,0.633333333333333,1,1,2,2888,High,Satisfied,Organic,Q4,High-Value Loyal
3412,29,Female,Shoes,Footwear,56,New York,L,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly,0,0,7,0.9,1,0.9,1,1,2,2520,High,Satisfied,Organic,Q4,High-Value Loyal
3413,61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly,0,0,2,0.62,0.166666666666667,0.103333333333333,0,1,1,2573,High,Neutral,Organic,Q2,Passive / Occasional
3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly,0,0,6,0.32,0.833333333333333,0.266666666666667,0,1,1,1440,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
3415,27,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly,0,0,2,0.06,0.166666666666667,0.01,1,1,2,282,Low,Satisfied,Organic,Q1,Passive / Occasional
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually,0,0,1,0.3,0,0,0,1,1,1020,Mid,Neutral,Organic,Q1,Passive / Occasional
3417,25,Female,Sandals,Footwear,53,Alabama,M,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,0,0,3,0.22,0.333333333333333,0.0733333333333333,0,1,1,583,Low,Neutral,Organic,Q2,At-Risk
3418,54,Female,Coat,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly,0,0,5,0.44,0.666666666666667,0.293333333333333,0,1,1,770,Low,Dissatisfied,Organic,Q3,Potential Loyalist
3419,53,Female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually,0,0,1,0.7,0,0,0,1,1,1050,Mid,Dissatisfied,Organic,Q1,Passive / Occasional
3420,23,Female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly,0,0,6,0.1,0.833333333333333,0.0833333333333333,0,1,1,130,Low,Neutral,Organic,Q2,At-Risk
3421,19,Female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly,0,0,6,0.7,0.833333333333333,0.583333333333333,0,1,1,2100,High,Neutral,Organic,Q4,High-Value Loyal
3422,57,Female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly,0,0,7,0.54,1,0.54,0,1,1,810,Low,Dissatisfied,Organic,Q4,Potential Loyalist
3423,19,Female,Coat,Outerwear,91,New York,L,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly,0,0,4,0.18,0.5,0.09,0,1,1,819,Low,Neutral,Organic,Q2,At-Risk
3424,33,Female,Boots,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly,0,0,6,0.42,0.833333333333333,0.35,0,1,1,1491,Mid,Neutral,Organic,Q3,Potential Loyalist
3425,33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly,0,0,4,0.46,0.5,0.23,0,1,1,1472,Mid,Neutral,Organic,Q3,Potential Loyalist
3426,38,Female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly,0,0,6,0.06,0.833333333333333,0.05,1,1,2,162,Low,Satisfied,Organic,Q1,Passive / Occasional
3427,47,Female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually,0,0,1,0.62,0,0,1,1,2,1085,Mid,Satisfied,Organic,Q1,Passive / Occasional
3428,39,Female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Store Pickup,No,No,44,Cash,Annually,0,0,1,0.88,0,0,0,1,1,1672,Mid,Dissatisfied,Organic,Q1,Passive / Occasional
3429,32,Female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,No,Next Day Air,No,No,20,Venmo,Monthly,0,0,4,0.4,0.5,0.2,0,1,1,1380,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
3430,27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Express,No,No,34,Debit Card,Weekly,0,0,7,0.68,1,0.68,1,1,2,3264,High,Satisfied,Organic,Q4,High-Value Loyal
3431,67,Female,Socks,Clothing,73,Montana,M,Lavender,Winter,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months,0,0,3,0.34,0.333333333333333,0.113333333333333,1,1,2,1241,Mid,Satisfied,Organic,Q2,Passive / Occasional
3432,46,Female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Express,No,No,20,Venmo,Annually,0,0,1,0.4,0,0,1,1,2,980,Mid,Satisfied,Organic,Q1,Passive / Occasional
3433,36,Female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months,0,0,3,0.92,0.333333333333333,0.306666666666667,1,1,2,2024,High,Satisfied,Organic,Q3,High-Value Loyal
3434,62,Female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually,0,0,1,0.56,0,0,1,1,2,2604,High,Satisfied,Organic,Q1,Passive / Occasional
3435,31,Female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,No,2-Day Shipping,No,No,6,Venmo,Fortnightly,0,0,5,0.12,0.666666666666667,0.08,0,1,1,432,Low,Neutral,Organic,Q2,At-Risk
3436,68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly,0,0,6,1,0.833333333333333,0.833333333333333,0,1,1,4550,High,Dissatisfied,Organic,Q4,High-Value Loyal
3437,57,Female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly,0,0,4,0.82,0.5,0.41,0,1,1,3403,High,Dissatisfied,Organic,Q4,High-Value Loyal
3438,22,Female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually,0,0,1,1,0,0,0,1,1,3100,High,Neutral,Organic,Q1,Passive / Occasional
3439,26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3,No,Store Pickup,No,No,33,Credit Card,Monthly,0,0,4,0.66,0.5,0.33,0,1,1,2343,High,Neutral,Organic,Q3,High-Value Loyal
3440,43,Female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly,0,0,2,0.5,0.166666666666667,0.0833333333333333,1,1,2,2325,High,Satisfied,Organic,Q2,Passive / Occasional
3441,45,Female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly,0,0,7,0.04,1,0.04,1,1,2,126,Low,Satisfied,Organic,Q1,Passive / Occasional
3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually,0,0,1,0.3,0,0,1,1,2,1440,Mid,Satisfied,Organic,Q1,Passive / Occasional
3443,28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly,0,0,7,0.24,1,0.24,1,1,2,936,Mid,Satisfied,Organic,Q3,Potential Loyalist
3444,47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5,No,Free Shipping,No,No,28,Cash,Bi-Weekly,0,0,6,0.56,0.833333333333333,0.466666666666667,1,1,2,672,Low,Satisfied,Organic,Q4,Potential Loyalist
3445,53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,0,0,6,0.24,0.833333333333333,0.2,0,1,1,756,Low,Neutral,Organic,Q3,Potential Loyalist
3446,42,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually,0,0,1,0.06,0,0,1,1,2,174,Low,Satisfied,Organic,Q1,Passive / Occasional
3447,51,Female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5,No,2-Day Shipping,No,No,20,Cash,Weekly,0,0,7,0.4,1,0.4,1,1,2,1100,Mid,Satisfied,Organic,Q4,Potential Loyalist
3448,62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly,0,0,6,0.06,0.833333333333333,0.05,1,1,2,174,Low,Satisfied,Organic,Q1,Passive / Occasional
3449,18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,Express,No,No,32,Bank Transfer,Fortnightly,0,0,5,0.64,0.666666666666667,0.426666666666667,1,1,2,896,Mid,Satisfied,Organic,Q4,Potential Loyalist
3450,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,Standard,No,No,35,Cash,Monthly,0,0,4,0.7,0.5,0.35,1,1,2,1295,Mid,Satisfied,Organic,Q3,Potential Loyalist
3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly,0,0,4,0.62,0.5,0.31,0,1,1,2418,High,Neutral,Organic,Q3,High-Value Loyal
3452,32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3,No,Free Shipping,No,No,13,Credit Card,Annually,0,0,1,0.26,0,0,0,1,1,949,Mid,Neutral,Organic,Q1,Passive / Occasional
3453,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Fortnightly,0,0,5,0.06,0.666666666666667,0.04,0,1,1,60,Low,Neutral,Organic,Q1,At-Risk
3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Standard,No,No,48,Venmo,Bi-Weekly,0,0,6,0.96,0.833333333333333,0.8,1,1,2,2880,High,Satisfied,Organic,Q4,High-Value Loyal
3455,55,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly,0,0,6,0.3,0.833333333333333,0.25,1,1,2,1065,Mid,Satisfied,Organic,Q3,Potential Loyalist
3456,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Standard,No,No,13,Venmo,Annually,0,0,1,0.26,0,0,1,1,2,1157,Mid,Satisfied,Organic,Q1,Passive / Occasional
3457,42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Express,No,No,21,Venmo,Monthly,0,0,4,0.42,0.5,0.21,1,1,2,1113,Mid,Satisfied,Organic,Q3,Potential Loyalist
3458,64,Female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3,No,Express,No,No,29,Cash,Fortnightly,0,0,5,0.58,0.666666666666667,0.386666666666667,0,1,1,2523,High,Neutral,Organic,Q3,High-Value Loyal
3459,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,Standard,No,No,24,Venmo,Quarterly,0,0,2,0.48,0.166666666666667,0.08,0,1,1,888,Mid,Neutral,Organic,Q2,Passive / Occasional
3460,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Express,No,No,21,PayPal,Annually,0,0,1,0.42,0,0,0,1,1,777,Low,Neutral,Organic,Q1,At-Risk
3461,41,Female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Express,No,No,5,Bank Transfer,Bi-Weekly,0,0,6,0.1,0.833333333333333,0.0833333333333333,0,1,1,390,Low,Neutral,Organic,Q2,At-Risk
3462,51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Standard,No,No,47,Cash,Quarterly,0,0,2,0.94,0.166666666666667,0.156666666666667,1,1,2,1081,Mid,Satisfied,Organic,Q2,Passive / Occasional
3463,44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Standard,No,No,34,Credit Card,Every 3 Months,0,0,3,0.68,0.333333333333333,0.226666666666667,1,1,2,2482,High,Satisfied,Organic,Q3,High-Value Loyal
